"Date","Brand.Names","Product.Description","Product.Types","Recall.Reason.Description","Company.Name","Category","Food.Sub"
0002-09-20,"Country Fresh, Southwest, Marketside, HEB Ready Fresh Go","Stuffed mushrooms, fruit and cheese","Food & Beverages, Food & Beverage Safety, Snack Food Item","potential of being contaminated with Listeria monocytogenes","Country Fresh","Food & Beverages","Snack Food Item"
0002-06-20,"Choice Farms","Stuffed mushrooms","Food & Beverages, Food & Beverage Safety, Produce","potential for Listeria monocytogenes contamination","Choice Farms LLC","Food & Beverages","Produce"
0002-08-20,"Private Selection","Pie","Food & Beverages, Allergens, Food & Beverage Safety, Chocolate/Cocoa Product","almonds and eggs were not listed in the ingredient statement","Legendary Baking","Food & Beverages","Chocolate/Cocoa Product"
0002-06-20,"New of Kopi Jantan Tradisional","Natural Herbs Coffee Dietary Supplement","Food & Beverages, Allergens, Food & Beverage Safety, Coffee/Tea","Unapproved new drug, Undeclared Milk Allergen","Bestherbs Coffee LLC","Food & Beverages","Coffee/Tea"
NA,"PC Organics","(various flavors) Baby food pouches","Food & Beverages, Food & Beverage Safety","Clostridium botulinum","Loblaw Companies Limited","Food & Beverages",""
0002-06-20,"Veggie Noodle Co","Butternut Spirals","Food & Beverages, Food & Beverage Safety, Prepared Food","possible contamination with Listeria monocytogenes","Veggie Noodle Co","Food & Beverages","Prepared Food"
0002-08-20,"Great Midwest, Dutchmark","Cheese","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product","Listeria","Saputo Inc.","Food & Beverages","Cheese/Cheese Product"
0002-06-20,"Ditos","Fruit trays","Food & Beverages, Allergens, Food & Beverage Safety, Chocolate/Cocoa Product","Undeclared Milk and Soy","Ditos","Food & Beverages","Chocolate/Cocoa Product"
0002-07-20,"Delallo, Dietz & Watson, Private Selections","Cheese","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product","Possible Listeria Monocytogenes Contamination","Biery Cheese Co.","Food & Beverages","Cheese/Cheese Product"
0002-09-20,"Oakdell, So Delicious, Bongard's, Signature Café","Coconut Beverage, Broccoli Cheddar Soup, Eggs, and Cheese Product","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product, Egg/Egg Product, Soup","Potential Spoilage","The Idaho Foodbank","Food & Beverages","Soup"
0002-08-20,"HyVee","Various Pepperoni Refrigerated Pizzas","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","Undeclared Soy","HyVee, Inc.","Food & Beverages","Prepared Food"
0002-09-20,"Our Chef's Own","Spinach Orzo Salad","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","undeclared tree nut allergen","Whole Foods Market","Food & Beverages","Prepared Food"
0002-09-20,"Bush’s Best","Baked Beans","Food & Beverages, Food & Beverage Safety, Prepared Food","Potential harmful bacteria contamination due to defective side seams","Bush Brother’s & Company","Food & Beverages","Prepared Food"
0002-08-20,"liveGfree","Gluten Free Classic Soft White Hamburger Buns","Food & Beverages, Allergens, Food & Beverage Safety, Bakery Product/Mix","Undeclared Egg","Vibrant Health Products","Food & Beverages","Bakery Product/Mix"
0002-08-20,"The Comfy Cow","Ice Cream","Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy","E. coli","The Comfy Cow","Food & Beverages","Ice Cream/Frozen Dairy"
0002-09-20,"Gazab","Green Raisins","Food & Beverages, Allergens, Snack Food Item","Undeclared Sulfites","United Trading Inc.","Food & Beverages","Snack Food Item"
0002-09-20,"Fusia","Szechuan Stir Fry","Food & Beverages, Food & Beverage Safety, Prepared Food","potential to be contaminated with Listeria monocytogenes","Versa Marketing, Inc.","Food & Beverages","Prepared Food"
0002-08-20,"Meijer","Greek Salad","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","mislabeled salads contain packaged croutons, which is an undeclared wheat allergen","Meijer","Food & Beverages","Prepared Food"
0002-08-20,"I.M. Healthy","Original creamy SoyNut Butter","Food & Beverages, Food & Beverage Safety, Butter/Butter Product","may be contaminated with Escherichia coli O157:H7 bacteria (E. Coli O157:H7)","SoyNut Butter Co.","Food & Beverages","Butter/Butter Product"
0002-09-20,"I.M. Healthy","Original creamy SoyNut Butter","Food & Beverages, Food & Beverage Safety, Snack Food Item","may be contaminated with Escherichia coli O157:H7 bacteria","SoyNut Butter Co.","Food & Beverages","Snack Food Item"
0002-08-20,"GFS","Monterey Jack Cheese with Jalapeno Peppers","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product","Possible Listeria Monocytogenes Contamination","Biery Cheese Co.","Food & Beverages","Cheese/Cheese Product"
0002-07-20,"Gerber","Cheese Ravioli Pasta Pick-Ups","Food & Beverages, Allergens, Food & Beverage Safety, Baby Food Product","egg allergen is missing from the 'Contains' statement","Gerber Products Company","Food & Beverages","Baby Food Product"
0002-07-20,"Regeneca Worldwide","Various herbal and dietary supplements","Food & Beverages, Food & Beverage Safety","Undeclared Active Pharmaceutical Ingredients","Regeneca Worldwide","Food & Beverages",""
0002-08-20,"7-Select","Mantecada (Muffin)","Food & Beverages, Allergens, Food & Beverage Safety","may contain undeclared “milk”","BAK-EZ Bakery Company","Food & Beverages",""
0002-09-20,"Lidia’s","Marinara Sauce","Food & Beverages, Allergens, Food & Beverage Safety, Gravy/Sauces","Undeclared Milk","Nonna Foods","Food & Beverages","Gravy/Sauces"
0002-09-20,"Vulto Creamery","Cheese","Food & Beverages, Food & Beverage Safety","Potential to be contaminated with Listeria monocytogenes","Whole Foods Market","Food & Beverages",""
0002-09-20,"(no brand name) Edamame","Edamame (Soybeans)","Food & Beverages, Food & Beverage Safety, Organic Food / Home Grown","Listeria","Advanced Fresh Concepts Franchise Corp.","Food & Beverages","Organic Food / Home Grown"
NA,"Dutch Valley Food Distributors Inc.","Dark Chocolate Almonds and Cashews","Food & Beverages, Allergens, Food & Beverage Safety, Chocolate/Cocoa Product","Undeclared Milk","Dutch Valley Food Distributors Inc.","Food & Beverages","Chocolate/Cocoa Product"
NA,"Ukrops","Baked Potatoes with Cheddar Cheese and Bacon","Food & Beverages","Undeclared eggs, cheese, bacon","Ukrops Homestyle Foods","Food & Beverages",""
0004-07-20,"Healthy Nut Factory","Organic Coconut Smiles","Food & Beverages, Foodborne Illness","Potential to be contaminated with salmonella","The Health Nuts","Food & Beverages",""
0004-06-20,"Labrada","""LeanPro8"" Protein Powder","Food & Beverages, Allergens","Allergen - Eggs","Labrada Nutrition","Food & Beverages",""
0004-06-20,"NXTGEN","Kratom dietary supplement","Food & Beverages","Salmonella","NGB Corp","Food & Beverages",""
NA,"Euphoric","Marketed as dietary supplement- capsules","Food & Beverages","Unapproved Ingredient","Epic Products, LLC","Food & Beverages",""
0004-07-20,"Four J","Charred Tomato & Basil Sauce","Food & Beverages, Allergens","Undeclared Soy, Wheat and Fish","Cookwell & Company","Food & Beverages",""
0004-07-20,"Stewart's","Ice Cream","Food & Beverages, Allergens","Undeclared peanut","Stewart's Shops Corp","Food & Beverages",""
0004-07-20,"Wegmans","Yogurt Raisins","Food & Beverages, Allergens","Undeclared peanut","First Source, LLC","Food & Beverages",""
0004-06-20,"Publix, Sunups, more","Shell eggs","Food & Beverages, Allergens","Eggs","Cal-Maine Foods, Inc.","Food & Beverages",""
0004-07-20,"Explorateur","Triple crème cheese","Food & Beverages, Foodborne Illness, Cheese/Cheese Product","Potential to be contaminated with Listeria monocytogenes.","Whole Foods Market","Food & Beverages","Cheese/Cheese Product"
0004-06-20,"Formagerie de la Brie brand","l’Explorateur soft ripened cheese","Food & Beverages, Foodborne Illness","Listeria","World’s Best Cheeses","Food & Beverages",""
0004-06-20,"Eataly","Artichoke Spread","Food & Beverages, Allergens","Allergen - Walnuts","Eataly USA","Food & Beverages",""
NA,"Happy Harvest","Canned leaf spinach","Food & Beverages, Allergens, Food & Beverage Safety","Peanuts","McCall Farms, Inc","Food & Beverages",""
0004-06-20,"Greenbelt Microgreens","Microgreen Mix","Food & Beverages, Foodborne Illness","Potential to be contaminated with Listeria monocytogenes","Greenbelt Greenhouse LTD","Food & Beverages",""
NA,"Stonewall Kitchen","Basil Pesto","Food & Beverages, Allergens","Allergen - Milk and Eggs","Stonewall Kitchen","Food & Beverages",""
0005-04-20,"Acadica","Kratom dietary supplement","Food & Beverages, Allergens, Food & Beverage Safety","Salmonella","Badger Botanicals, LLC","Food & Beverages",""
NA,"Sugarfina","Sugar Cookies Products","Food & Beverages, Allergens, Snack Food Item","Allergen - Eggs","Sugarfina, Inc.","Food & Beverages","Snack Food Item"
NA,"Bombay Kitchen","Bhavnagri Mix","Food & Beverages, Allergens","Undeclared peanut","Ethnic Foods Inc.","Food & Beverages",""
NA,"Golden Flake, Good Health, UTZ, Weis","Tortilla Chips","Food & Beverages, Allergens","Undeclared milk","Quality Foods, LLC","Food & Beverages",""
NA,"Dragon Kratom","Dietary Supplements","Food & Beverages, Foodborne Illness","Salmonella","Maya Distribution, LLC","Food & Beverages",""
NA,"Ziyad","Tahini","Food & Beverages, Foodborne Illness, Gravy/Sauces","Salmonella","Ziyad Brothers Importing","Food & Beverages","Gravy/Sauces"
NA,"Gerard Dominique","Wild Coho Smoked Salmon","Food & Beverages","Clostridium botulinum","Seabear Company","Food & Beverages",""
0005-08-20,"Van's","Waffles","Food & Beverages, Allergens, Food & Beverage Safety","Allergens - Milk and Wheat","Van's Foods","Food & Beverages",""
NA,"Melanie","Liubitelskie Cookies","Food & Beverages, Allergens","Undeclared peanut","Melanie Wholesale Inc.","Food & Beverages",""
NA,"Melanie","Mini Cookies with Caramel Flavor","Food & Beverages, Allergens, Bakery Product/Mix","Allergens: Peanuts","Melanie Wholesale Inc.","Food & Beverages","Bakery Product/Mix"
NA,"The Peruchef","Dry potato” and “Papa Seca Serrana""","Food & Beverages, Allergens","Undeclared Sulfites","Mas Food Services Co.","Food & Beverages",""
NA,"Priano","Rosso Pesto Sauce","Food & Beverages, Allergens, Gravy/Sauces","Allergen: Eggs and Milk","BLM Products U. Vertriebsges","Food & Beverages","Gravy/Sauces"
NA,"Golden International brand or none","Farm Raised Frozen whole tilapia fish IQF","Food & Beverages, Foodborne Illness, Seafood/Seafood Product","Potential to be contaminated with salmonella","Golden International Corporation","Food & Beverages","Seafood/Seafood Product"
NA,"Hickory Harvest, Heinens, and Liberty Snacks","ISLAND FRUIT MIX AND ORGANIC NUT MIX PRODUCTS","Food & Beverages, Foodborne Illness","Listeria monocytogenes","Hickory Harvest Foods","Food & Beverages",""
NA,"Snak Club","Tropical Trail Mix","Food & Beverages, Allergens, Snack Food Item","Allergens: Milk, Soy, Wheat, and Cashews","Century Snacks LLC","Food & Beverages","Snack Food Item"
NA,"Meijer","Dill Pickle Flavored Potato Chips","Food & Beverages, Allergens, Snack Food Item","Undeclared milk","Shearer’s Foods, LLC","Food & Beverages","Snack Food Item"
NA,"Zoe’s","Cookies","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared tree nuts (walnuts)","Dough-to-Go","Food & Beverages",""
NA,"SDQ Trading","Cheese biscuits","Food & Beverages, Allergens, Bakery Product/Mix","Undeclared milk","SDQ Trading Inc.","Food & Beverages","Bakery Product/Mix"
NA,"H-E-B","Sliced Salad Olives","Food & Beverages","Potential Glass in The Product","H-E-B","Food & Beverages",""
NA,"Private Brand","Frozen Broccoli Cuts","Food & Beverages, Food & Beverage Safety, Produce","Listeria","Giant Food, LLC","Food & Beverages","Produce"
NA,"Private Brand","Frozen Broccoli Cuts","Food & Beverages, Food & Beverage Safety, Produce","Listeria","Giant Food Stores, LLC","Food & Beverages","Produce"
NA,"Now Real Food","Zesty Sprouting Mix","Food & Beverages, Produce","Potential Salmonella contamination","Now Health Group, Inc.","Food & Beverages","Produce"
NA,"Private Brand","Frozen Broccoli Cuts","Food & Beverages, Food & Beverage Safety, Produce","Listeria","Stop & Shop","Food & Beverages","Produce"
NA,"Divvies","Benjamint Chocolate Bars","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared milk","Divvies, LLC","Food & Beverages","Chocolate/Cocoa Product"
NA,"WATAN DRY FRUITS","Dried Apricot","Food & Beverages, Allergens, Food & Beverage Safety, Fruit/Fruit Product","Sulfites","Global Commodities, Inc.","Food & Beverages","Fruit/Fruit Product"
NA,"New Seasons","mini butter croissants, mini chocolate croissants","Food & Beverages, Allergens, Bakery Product/Mix","Allergen: Egg","New Seasons Market LLC","Food & Beverages","Bakery Product/Mix"
NA,"Pious Lion","Product containing kratom","Food & Beverages, Foodborne Illness, Food & Beverage Safety, Meal Replacements","Salmonella","Pious Lion","Food & Beverages","Meal Replacements"
NA,"Kellogg’s","Honey Smacks cereal","Food & Beverages, Foodborne Illness, Cereal/Breakfast Food","Salmonella","Kellogg Company","Food & Beverages","Cereal/Breakfast Food"
NA,"EconoMax, Hill Country Fare, Creamy Creations","Ice cream and sherbet","Food & Beverages","Foreign material-metal","HEB","Food & Beverages",""
NA,"Sanders Candy","Fudge Bites","Food & Beverages, Allergens, Chocolate/Cocoa Product","Undeclared almonds","Sanders Candy","Food & Beverages","Chocolate/Cocoa Product"
NA,"ALREEF","Dried Apricots Sour","Food & Beverages, Allergens, Fruit/Fruit Product","Undeclared Sulfites","Golden Star Wholesale","Food & Beverages","Fruit/Fruit Product"
NA,"Melissa's Spicy Edamame","Spicy Edamame","Food & Beverages, Allergens, Spices, Flavors &  Salts","Undeclared Shellfish","World Variety Produce, Inc.","Food & Beverages","Flavors &  Salts"
NA,"Caito Food, Renaissance Food Group, Open Acres, more","Fresh cut cantaloupe, honeydew melon, watermelon, more","Food & Beverages, Foodborne Illness, Fruit/Fruit Product","Salmonella","Caito Foods","Food & Beverages","Fruit/Fruit Product"
NA,"Del Monte","Vegetable Trays","Food & Beverages, Produce","Cyclospora","Del Monte Fresh Produce N.A., Inc.","Food & Beverages","Produce"
NA,"Honey Mama’s","Oregon Peppermint Cacao Nectar Bar","Food & Beverages, Allergens","Undeclared almonds","Nectar Foods Inc DBA Honey Mama’s","Food & Beverages",""
NA,"Wish Bone","House Italian Salad Dressing","Food & Beverages, Allergens, Food & Beverage Safety, Dressing/Condiment","Undeclared milk and egg","Pinnacle Foods Inc.","Food & Beverages","Dressing/Condiment"
NA,"Whole Foods Market","Oatmeal Cookies","Food & Beverages, Allergens, Bakery Product/Mix","Allergen: Soybean","Whole Foods Market","Food & Beverages","Bakery Product/Mix"
NA,"Seattle Sourdough Baking Company, Franz","Seattle Sourdough Pub Buns, Franz Premium Pub Buns","Food & Beverages, Allergens, Bakery Product/Mix","May contain undeclared soy","Portland French Bakery","Food & Beverages","Bakery Product/Mix"
NA,"AnnaSea","Wasabi Ahi Poke Hawaiian Poke Kits, Limu Ahi Poke Hawaiian Poke Kits.","Food & Beverages, Fish","Incorrect Storage","ALDI","Food & Beverages","Fish"
NA,"May Flower International Inc.","3+2 Soda Crackers","Food & Beverages, Allergens, Snack Food Item","Undeclared Milk Allergens","May Flower International Inc.","Food & Beverages","Snack Food Item"
NA,"Pictsweet Farms","Steam’ables Baby Brussels Sprouts","Food & Beverages, Allergens, Produce","Allergen: Milk, Soybean","The Pictsweet Company","Food & Beverages","Produce"
NA,"H-E-B","Creamy Creations ice creams and sherbets","Food & Beverages, Ice Cream/Frozen Dairy","Due to broken metal in processing equipment","H-E-B","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"H&C Food Inc","Frozen Fish Balls & Fuzhou Fish Balls","Food & Beverages, Allergens, Prepared Food","H&C Food Inc. Issues Allergy Alert on Undeclared Wheat, Pork, Egg, and Crustacean in Frozen Fish Balls","H&C Food Inc","Food & Beverages","Prepared Food"
NA,"Allied Import Inc.","Lily Bulb","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared Sulfites","Allied Imports Inc.","Food & Beverages",""
NA,"Gravel Ridge Farms","Cage Free Eggs","Food & Beverages, Foodborne Illness, Egg/Egg Product","Due to Potential Presence of Salmonella","Gravel Ridge Farms","Food & Beverages","Egg/Egg Product"
NA,"Meijer","Taco Seasoning Mix 4.5 OZ Bottle","Food & Beverages, Allergens, Spices, Flavors &  Salts","Undeclared milk","McCormick & Company, Inc","Food & Beverages","Flavors &  Salts"
NA,"Gourmet Take Away","Sesame Noodle Salad","Food & Beverages, Allergens, Prepared Food","Undeclared egg","Market of Choice","Food & Beverages","Prepared Food"
NA,"Sarap Asian Fusion","Asian fusion cookies","Food & Beverages, Allergens","Undeclared allergens wheat, milk and soy","Sarap Asian Fusion","Food & Beverages",""
NA,"Mauna Loa","Macadamia Nuts","Food & Beverages, Foodborne Illness, Nuts & Nut Products","Due to a potential contamination of Escherichia coli (E. coli)","Mauna Loa Macadamia Nut Corporation","Food & Beverages","Nuts & Nut Products"
NA,"MyoWhey","Chocolate Cookie Crunch dietary supplement","Food & Beverages, Allergens, Food & Beverage Safety, Meal Replacements","Undeclared Milk and Soy","Purus Labs, Inc.","Food & Beverages","Meal Replacements"
NA,"Harris Teeter","Frozen yogurt","Food & Beverages, Allergens, Food & Beverage Safety, Yogurt/Yogurt Product","Undeclared peanut","Harris Teeter","Food & Beverages","Yogurt/Yogurt Product"
NA,"365 Everyday Value","Tortilla Chips","Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item","Undeclared milk","Whole Foods Market","Food & Beverages","Snack Food Item"
NA,"Bellona","Milk Chocolate Flavored Coated Wafer with Hazelnut Crème Filling and White Chocolate Flavor","Food & Beverages, Allergens, Snack Food Item","Wheat","Lidl US","Food & Beverages","Snack Food Item"
0002-09-20,"Sunshine Bakery","Cassava cake, mixed nut mooncake","Food & Beverages, Allergens, Food & Beverage Safety, Bakery Product/Mix","Mislabeling of Food Allergens PEANUT, COCONUT, ALMOND, AND CASHEW","Sunshine Bakery","Food & Beverages","Bakery Product/Mix"
0002-09-20,"NuGo Slim","Crunchy Peanut Butter nutrition bars","Food & Beverages, Allergens, Food & Beverage Safety, Meal Replacements","Milk Allergen","Lifestyle Evolution","Food & Beverages","Meal Replacements"
0002-08-20,"Reser’s","Description	Macaroni Salad","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","Undeclared Milk and Soy","Reser’s Fine Foods, Inc.","Food & Beverages","Prepared Food"
0002-08-20,"Menu Del Sol","Beans & Cheese Burritos","Food & Beverages, Food & Beverage Safety, Prepared Food","Listeria","Sigma Alimentos Congelados","Food & Beverages","Prepared Food"
0002-09-20,"Hunt’s","Chili Kit","Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts","Salmonella","Conagra Brands, Inc.","Food & Beverages","Flavors &  Salts"
0002-08-20,"Wegmans","Original Killer Brownies with Pecans","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared Peanuts","Wegmans Food Markets, Inc.","Food & Beverages",""
0002-09-20,"Clancy’s","Combo snack bag","Food & Beverages, Allergens, Food & Beverage Safety, Snack Food Item","Undeclared Milk","Olde York","Food & Beverages","Snack Food Item"
0002-07-20,"Season’s Choice","Frozen Peas","Food & Beverages, Food & Beverage Safety","Potential to be contaminated with Listeria monocytogenes","Lakeside Foods","Food & Beverages",""
0002-08-20,"Whole Foods Market","Yogurt and Granola Parfaits","Food & Beverages, Allergens, Food & Beverage Safety, Yogurt/Yogurt Product","Undeclared Almonds","Whole Foods Market","Food & Beverages","Yogurt/Yogurt Product"
0002-09-20,"Oberlander","Chocolate Kokosh Cake","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared almonds","Orthodox Baking Co","Food & Beverages",""
0002-09-20,"7-Eleven","Caesar Salad","Food & Beverages, Allergens, Food & Beverage Safety, Produce","Undeclared Fish, Wheat, Milk and Egg Allergen","Choice Farms LLC","Food & Beverages","Produce"
0002-08-20,"N/A","Almond Drinking Powder","Food & Beverages, Allergens, Food & Beverage Safety, Nuts & Nut Products","Undeclared Peanuts","Feng Mao Biotechnology Organic Food Co., LTD.","Food & Beverages","Nuts & Nut Products"
0002-08-20,"The Bakery","Peanut Butter Chocolate Chunk  Cookies","Food & Beverages, Allergens, Food & Beverage Safety, Bakery Product/Mix","Undeclared Milk","Jimmy’s Cookies LLC","Food & Beverages","Bakery Product/Mix"
0002-08-20,"TPF","Lemongrass Satay; and Shrimp Satay Sauces","Food & Beverages, Food & Beverage Safety, Gravy/Sauces","Risk for Clostridum Botulinum","TP Food Processing, Inc.","Food & Beverages","Gravy/Sauces"
0002-09-20,"La Granja INC","Mango Flavored Ice cream","Food & Beverages, Food & Beverage Safety, Ice Cream/Frozen Dairy","Salmonella","La Granja INC","Food & Beverages","Ice Cream/Frozen Dairy"
0002-06-20,"H-E-B and Hill Country Fare","Sandwich Bread","Food & Beverages, Food & Beverage Safety","Potential rubber in the product","H-E-B","Food & Beverages",""
0002-08-20,"Hummingbird","Organic Cocoa-Dusted Chocolate Ginger","Food & Beverages, Allergens, Food & Beverage Safety, Chocolate/Cocoa Product","Undeclared Hazelnut","Hummingbird Wholesale","Food & Beverages","Chocolate/Cocoa Product"
0002-09-20,"Soylent","1.8 Powder","Food & Beverages, Dairy","Undeclared Milk","Soylent","Food & Beverages","Dairy"
0002-08-20,"Wegmans","O’Brien frozen hash browns","Food & Beverages, Food & Beverage Safety, Prepared Food","Foreign Material","McCain Foods USA, Inc.","Food & Beverages","Prepared Food"
0002-09-20,"Farming Fish","Organic Basil Pesto","Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts","Listeria","Local Bounty","Food & Beverages","Flavors &  Salts"
0002-07-20,"Homemade Gourmet","Dip Trio Mix","Food & Beverages, Food & Beverage Safety, Salmonella, Gravy/Sauces","Salmonella","Phoenix Food, LLC","Food & Beverages","Gravy/Sauces"
0005-01-20,"Organic Veda","Ginger Powder","Food & Beverages, Food & Beverage Safety, Spices, Flavors &  Salts","Salmonella","Lord Organics","Food & Beverages","Flavors &  Salts"
0002-08-20,"Whole Foods Market","Cold pressed apple juice","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared tree nut (cashew)","Urban Remedy","Food & Beverages",""
0002-09-20,"U.S. Deer Antler Ex. & Imp","Tea","Food & Beverages, Food & Beverage Safety, Coffee/Tea","Clostridium Botulinum","U.S. Deer Antler Ex. & Imp","Food & Beverages","Coffee/Tea"
0002-08-20,"Ben & Jerry’s","Ice Cream","Food & Beverages, Allergens, Food & Beverage Safety, Chocolate/Cocoa Product","Allergen: Peanuts","Unilever","Food & Beverages","Chocolate/Cocoa Product"
0002-07-20,"Aunt Jemima, Hungry Man","Pancakes, waffles, toast","Food & Beverages, Food & Beverage Safety, Prepared Food","Listeria monocytogenes","Pinnacle Foods, Inc.","Food & Beverages","Prepared Food"
0002-08-20,"(Save-A-Lot) Pick 5","Chicken & Waffle Sandwich","Food & Beverages, Food & Beverage Safety","Contaminated with Listeria monocytogenes","Fourth Street Barbecue Inc.","Food & Beverages",""
0002-07-20,"Publix","Publix Deli Artichoke and Spinach Dip","Food & Beverages, Food & Beverage Safety, Snack Food Item","Small glass fragments","Publix Super Markets","Food & Beverages","Snack Food Item"
NA,"Quality Nut Co.","Milk chocolate peanuts, chocolate peanuts, trail mix, sweet and spicy mix","Food & Beverages, Allergens, Food & Beverage Safety","Undeclared Milk, Soy, or Wheat","Quality Nut Co.","Food & Beverages",""
0002-07-20,"Wegmans","Potato Salad","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","Allergen: Eggs","A.S.K. Foods, Inc.","Food & Beverages","Prepared Food"
0002-08-20,"Whole Foods Market","Oatmeal Chocolate Chips Cookies","Food & Beverages, Allergens, Food & Beverage Safety, Bakery Product/Mix","Allergen: Walnut","Whole Foods Market","Food & Beverages","Bakery Product/Mix"
0002-07-20,"Green Chile Food Company","Various burritos","Food & Beverages, Food & Beverage Safety","Potential to be contaminated with Listeria monocytogenes","Green Chile Concepts, LLC","Food & Beverages",""
0002-08-20,"Chef Luca's","Baked Cheese Lasagna","Food & Beverages, Allergens, Food & Beverage Safety, Prepared Food","Allergen: Eggs","Italian Gluten Free Food CL","Food & Beverages","Prepared Food"
NA,"Quesos de la Costa","White cheese","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product","Listeria","La Nica Products, Inc.","Food & Beverages","Cheese/Cheese Product"
0002-09-20,"De Mi Pais","Queso Fresco","Food & Beverages, Food & Beverage Safety","Contaminated with Listeria monocytogenes","Global Garlic Inc.","Food & Beverages",""
NA,"Quesos de la Costa","White cheese","Food & Beverages, Food & Beverage Safety, Cheese/Cheese Product","Listeria","La Nica Products, Inc.","Food & Beverages","Cheese/Cheese Product"
0002-09-20,"Wang","Fish cake, fish ball, and fish tofu products","Food & Beverages, Dairy, Egg/Egg Product","Undeclared egg and wheat","Wang GlobalNet","Food & Beverages","Egg/Egg Product"
0002-08-20,"BrightFarms","Salad Greens","Food & Beverages, Food & Beverage Safety, Produce","Potential Prresence of Metal Pieces From Construction","BrightFarms","Food & Beverages","Produce"
0002-08-20,"California Sun Dry Foods","Sun-dried tomato pesto","Food & Beverages, Allergens, Food & Beverage Safety, Gravy/Sauces","Allergen: Milk and Almonds","California Sun Dry","Food & Beverages","Gravy/Sauces"
0004-03-20,"Hunt’s","Canned Tomato Paste No Salt Added","Food & Beverages","Potential for mold","Conagra Brands, Inc.","Food & Beverages",""
0004-08-20,"Brian Richardson dba In Tha Pink","Ground Kopi Jantan Tradisional Natural Herbs Coffee","Food & Beverages, Coffee/Tea","Undeclared Sildenafil and Tadalafil","Brian Richardson dba In Tha Pink","Food & Beverages","Coffee/Tea"
0004-02-20,"Wholesome Pantry","Organic Nut Butters","Food & Beverages, Nuts & Nut Products","Potential to be contaminated with Listeria monocytogenes","Wakefern Food Corp.","Food & Beverages","Nuts & Nut Products"
0002-11-20,"WTRMLN WTR","Cold pressed juiced watermelon","Food & Beverages, Juice","Possible Presence of Soft Plastic Pieces","World Waters, LLC","Food & Beverages","Juice"
NA,"Stewart’s Shops","Cranberry Apple Refresher drink","Food & Beverages, Allergens, Beverage Bases/Conc/Nectar","Undeclared milk","Stewart’s Shops Corp.","Food & Beverages","Beverage Bases/Conc/Nectar"
0003-11-20,"Kitchen Cravings","Strawberry and Mixed Berry Parfaits","Food & Beverages, Ice Cream/Frozen Dairy","Undeclared cashews or almonds.","Kwik Trip, Inc.","Food & Beverages","Ice Cream/Frozen Dairy"
NA,"Mrs. Grissom’s Select","Old Fashioned Pimento Cheese","Food & Beverages, Cheese/Cheese Product","Mislabeling","Mrs. Grissom’s Salads","Food & Beverages","Cheese/Cheese Product"
0003-12-20,"Imperial Taste","Fried Red Onions and Fried Garlic","Food & Beverages, Allergens, Prepared Food","Due to Undeclared Wheat","Gemini Food Corporation","Food & Beverages","Prepared Food"
0003-11-20,"Under processing","Seasoned corn","Food & Beverages, Canned Foods","Due to Under Processing","Del Monte Foods, Inc.","Food & Beverages","Canned Foods"
NA,"Ottogi","JIN JJAMBBONG’ and Jin Ramen","Food & Beverages, Soup","Undeclared Egg","Ottogi America, Inc","Food & Beverages","Soup"
0001-02-20,"Oskri, Thrive","Organic Sunflower Butter","Food & Beverages, Butter/Butter Product","Potential to be contaminated with Listeria monocytogenes","Oskri Organics Corporation","Food & Beverages","Butter/Butter Product"
NA,"No brand name; “PACKED BY FIRST SOURCE” printed on back label.","Chocolate and Nut Tray","Food & Beverages, Chocolate/Cocoa Product","Undeclared Pecan and Cashew","First Source","Food & Beverages","Chocolate/Cocoa Product"
NA,"Whole Foods Market","Pizza, sandwiches, wraps, etc.","Food & Beverages, Vegetable Protein Product","Salmonella.","Whole Foods Market","Food & Beverages","Vegetable Protein Product"
0003-11-20,"Fine Land Corp.","Meiqili Durian Candy","Food & Beverages, Allergens, Candy/Gum (without chocolate)","Undeclared Milk","Fine Land Corp.","Food & Beverages","Candy/Gum (without chocolate)"
NA,"Pictsweet Farms","Asparagus Spears","Food & Beverages, Foodborne Illness, Produce","Potential to be contaminated with Listeria monocytogenes","The Pictsweet Company","Food & Beverages","Produce"
